,label,comment
458,1.0,another amazing video  for those going omgprinterink  they were probably sponsored by the company being plugged at the end  so it s a business write off for them  i m glad the paper was recycled and i appreciate all of the planning work and collaborating that went into producing the video 
459,0.0,is this stop motion or sped up 
460,0.0,fuck  the maths behind that
461,-1.0,so this is an ad 
462,1.0,i d totally buy one of those printers ok go used if i could 
463,1.0,the planning  preparation  and execution for this is inhuman 
464,-1.0,k then total waste
465,0.0,it s hard enough getting one printer to fucking work   
466,1.0,i like how the movements are like end love 
467,-1.0,r i p trees  
468,-1.0,why do all their music videos have to be so elaborate 
469,1.0,always perfect
470,0.0,mmm it s was cool but not the catchiest song and great video as always
471,0.0,how did they coordinate those printers so well  i can t even get my own printer to print on time
472,1.0,i would love to see the behind scenes video of this amazing performance 
473,1.0,ok go has the best music videos  unbeatable  
474,1.0,brilliant  cheers  jaytee
475,1.0,this is how you make a sponsored video  the creativity and work that goes into these videos is insane 
476,0.0,what if ok go directed a porno
477,0.0,how many paper you guys wasted 
478,0.0,really nice video  not digging the music as much   
479,-1.0,greenpeace is an anti scientific cult not worthy of anyone s money 
480,0.0,i  cant mentally process this
481,0.0,who s still watching this in        
482,-1.0,did i just watch an ad on paper 
483,1.0,yaaaaallllllllllll y all need more recognition i swear
484,,only thing that would make this better is if it was sponsored by dunder mifflin 
485,-1.0,would like this except for the donation to greenpeace  not cool 
486,-1.0,why am i watching this  
487,1.0,great song and video  i m amazed at how all the printers worked perfectly  not like the ones in my office lol 
488,-1.0, ad
489,-1.0,they could ve auctioned off bundles of paper to donate  instead of just recycle 
490,0.0,when a band s music videos are better than their music  i don t know it s a good thing or a bad thing 
491,-1.0,think of the poor fool who had to clean that up
492,-1.0,the video is cool  but the music is mundane  simplistic  pedestrian and forgettable  dull 
493,1.0,never cease to amaze 
494,1.0,a w e s o m e
495,1.0,you lads are brilliant 
496,-1.0,ok i know the paper was recycled  but that still requires a lot of energy to break down  turn to pulp  bleach  and remake into new paper    
497,-1.0,they are over here doing this and my printer won t even stay connected to my computer   
498,0.0,i m so fucking high right now 
499,1.0,whoa   
500,1.0,ok go for the win  again 
501,1.0,oh i know why the song seems familiar  i was obsessed with it when the album came out 
502,1.0,you guys need to make a behind the scenes video on this
503,1.0,god i ve been waiting for another one of their music videos  legends   
504,1.0,a lot of people are complaining about how the song isn t very good  but i think it sounds good  guess everyone has different tastes 
505,1.0,neat
506,-1.0,trash           
507,1.0,it s incredible   
508,1.0,i always love their videos  but the only song i like from them is here it goes again  nevertheless a great video thou 
509,1.0,really jealous of everyone who watches this stoned
510,-1.0,for our next music video  we re going to skip the middleman and just go burn down an old growth forest 
511,1.0,these guys are always fucking awesome with their concepts for videos  love them    
512,0.0,was that sign language at      
513,0.0,he spells out  obsession 
514,0.0,i kept thinking of dunder mifflin the whole time      
515,1.0,got to meet these guys in person at interlochen arts camp  super talented and kind 
516,1.0,alright fine  i ll buy your salt 
517,1.0,someone in double a s acquisitions department deserves a big raise 
518,0.0,most boring song of all time
519,1.0,visual amusement fun factor equal to peter gabriel s sledgehammer  felt like a kid again watching this  well done 
520,1.0,how dunder mifflin s commercial should have been made
521,-1.0,god damn   whatever happened to seizure warnings   my freaking head  
522,1.0,wonderful work as always  film directors should really be asking them to help with their special effects  they re always so well coriographed and composed 
523,-1.0,how many papercuts
524,1.0,can i get one of those printers
525,1.0,they always make creative ass videos bruh
526,-1.0,yeah  not sure if it was the song  the effect  or the commercialism  but this really seemed less impressive than their past work 
527,-1.0,this is cool but low key creepy 
528,1.0,i always smile when i see artists incorporate sign language into their videos 
529,1.0,and such great guys   meeting them was a joy  i wish them so much success 
530,1.0,what  the  heck   awesome job yet again guys       
531,1.0,ok go makes the coolest videos
532,0.0,ok but how did they those printers to work without jamming 
533,0.0,i think he sighned obsession
534,1.0,ok go are fucking legends
535,-1.0,paper waster 
536,-1.0,i can t even manage to get my one printer to work   
537,0.0,       
538,-1.0,that s a metric crap ton of paper
539,1.0,their music videos are so awesome 
540,1.0,i love the creativity 
541,1.0,ok go always produces videos where you sit there wondering how exactly did they do that 
542,1.0,paper paper is how they did that
543,0.0,did wee just watch an ad for printer paper 
544,1.0,i ve got to hand it to them  they have some of the most creative music videos i ve ever seen 
545,-1.0,ugh   i mean it was interesting to see but the music was    meh 
546,-1.0, d videos on  ds  big broken promise 
547,0.0,that s so experimental song tho
548,-1.0,this would have been so much cooler if they would have used ipads instead of those printers
549,0.0,reminiscent of depeche mode
550,1.0,i love the video and love the music even more 
551,0.0,brought to you by  dunder milflin paper 
552,1.0,so awesome      
553,1.0,k     when they do stuff like this  it makes me question if they are human  and how an alien gets a music video budget like this   x  keep it going guys  love it 
554,0.0,because you couldn t have hired a struggling animator to do this and actually helped someone out 
555,-1.0,what the hell are you talking about 
556,-1.0,so   get tons of fresh paper  otherwise it s not smooth   recycle it  print using tons of ink cartridges that don t get recycled  say that the proceeds go to an organization that is considered for the environment but has changed in the past decade to be mainly against saving it in modern ways and release one of the worst videos they ever did while basically advertising two organizations    i m really sad but i down voted this 
557,0.0,i  feel like this could be on a portal soundtrack
